,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40
Seq045,0.0020300841,0.001280899,0.00068828184,0.0003286496,0.00016016026,9.209223e-05,6.493267e-05,5.327811e-05,4.7809866e-05,4.5037596e-05,4.3545413e-05,4.270402e-05,4.2211133e-05,4.1912852e-05,4.172708e-05,4.1608462e-05,4.1531e-05,4.1479423e-05,4.144455e-05,4.1420564e-05,4.140386e-05,4.1392133e-05,4.1383722e-05,4.1377727e-05,4.1373307e-05,4.137015e-05,4.1367744e-05,4.136597e-05,4.1364627e-05,4.136356e-05,4.1362735e-05,4.1362182e-05,6.1069964e-05,0.0012773346,0.004577512,0.06350951,0.09544424,0.204831,0.37764928,0.24694273
Seq046,0.0006428971,0.00040564148,0.00021796863,0.00010407844,5.0720344e-05,2.9164241e-05,2.0563211e-05,1.6872369e-05,1.5140659e-05,1.4262724e-05,1.3790184e-05,1.3523729e-05,1.3367639e-05,1.32731775e-05,1.3214346e-05,1.3176781e-05,1.3152249e-05,1.3135917e-05,1.312486e-05,1.31172765e-05,1.3111973e-05,1.3108273e-05,1.310561e-05,1.3103698e-05,1.3102311e-05,1.3101299e-05,1.3100549e-05,1.3099975e-05,1.30995495e-05,1.3099226e-05,0.0014638433,0.011085818,0.042484492,0.01481892,0.17688258,0.16602515,0.26134384,0.15388644,0.1446074,0.025620297
Seq047,0.0007820676,0.0004934523,0.00026515304,0.00012660865,6.169995e-05,3.5477522e-05,2.50146e-05,2.0524807e-05,1.8418226e-05,1.7350241e-05,1.6775393e-05,1.6451257e-05,1.6261376e-05,1.6146467e-05,1.60749e-05,1.6029204e-05,1.5999363e-05,1.5979493e-05,1.5966058e-05,1.5956819e-05,1.5950382e-05,1.5945865e-05,1.5942627e-05,1.5940315e-05,1.5938613e-05,1.5937396e-05,1.593647e-05,1.5935786e-05,1.593527e-05,1.593486e-05,0.0019069947,0.0016864588,0.01601663,0.025486203,0.066737674,0.014436779,0.14767796,0.38377514,0.18741229,0.15269707
Seq048,0.001125226,0.00070997106,0.00038149784,0.00018216245,8.8772926e-05,5.1044473e-05,3.5990597e-05,2.9530756e-05,2.6499842e-05,2.4963243e-05,2.4136161e-05,2.3669798e-05,2.3396602e-05,2.323127e-05,2.3128303e-05,2.3062556e-05,2.301962e-05,2.2991031e-05,2.29717e-05,2.2958406e-05,2.2949149e-05,2.294265e-05,2.293799e-05,2.2934662e-05,2.2932216e-05,2.2930464e-05,2.292913e-05,2.2928147e-05,2.2927403e-05,3.3649652e-05,0.0016415523,0.0023183003,0.06929299,0.25292552,0.07155973,0.17832312,0.16044651,0.11875155,0.10286023,0.038752083
Seq049,0.0020949307,0.0013218146,0.0007102675,0.0003391476,0.00016527623,9.5033916e-05,6.700681e-05,5.4979962e-05,4.9337046e-05,4.647623e-05,4.4936376e-05,4.406811e-05,4.3559477e-05,4.3251668e-05,4.305996e-05,4.2937554e-05,4.2857617e-05,4.2804393e-05,4.2768403e-05,4.2743653e-05,4.2726413e-05,4.2714313e-05,4.2705637e-05,4.269945e-05,4.2694886e-05,4.269163e-05,4.2689146e-05,4.2687316e-05,4.2685933e-05,4.268483e-05,4.2683976e-05,4.2683405e-05,4.2682917e-05,0.00040660586,0.004419138,0.026580567,0.065552376,0.30113426,0.22943774,0.36653697
Seq050,0.00038212704,0.00024110633,0.00012955675,6.18624e-05,3.0147317e-05,1.7334714e-05,1.2222415e-05,1.0028642e-05,8.999344e-06,8.477514e-06,8.196653e-06,8.038269e-06,7.9454985e-06,7.889353e-06,7.8543835e-06,7.832049e-06,7.817467e-06,7.807767e-06,0.00072174007,0.003939507,0.0050082305,0.04983339,0.032100946,0.10814302,0.013011262,0.01582502,0.04269455,0.020192597,0.029128179,0.051190265,0.06373332,0.043114275,0.045721777,0.07405855,0.06727193,0.0721886,0.070459954,0.068060085,0.07064438,0.05199307
Seq051,0.004791984,0.0030235434,0.0016246794,0.0007757726,0.00037805596,0.00021738237,0.00015327263,0.00012576215,0.000112854446,0.0001063105,0.00010278841,0.00010080223,9.963886e-05,9.893478e-05,9.849625e-05,9.821617e-05,9.803332e-05,9.791167e-05,9.782926e-05,9.777264e-05,9.773321e-05,9.7705524e-05,9.768578e-05,9.767142e-05,9.766118e-05,9.7653545e-05,9.7647964e-05,9.764368e-05,9.7640506e-05,9.763809e-05,9.763622e-05,9.763483e-05,9.763362e-05,0.0023659717,0.059521824,0.08463527,0.2330403,0.054895096,0.22330116,0.32867068
Seq052,0.015281171,0.009641786,0.0051809447,0.0024738635,0.0012055837,0.0006932113,0.0004887716,0.00040104325,0.00035988184,0.000339014,0.0003277821,0.00032144837,0.0003177385,0.00031549323,0.00031409485,0.0003132017,0.00031261856,0.00031223067,0.00031196783,0.0003117873,0.00031166154,0.0003115733,0.0003115103,0.00031146486,0.00031143185,0.00031140784,0.0003113897,0.00031137632,0.00031136625,0.00031135822,0.00031135228,0.00031134783,0.00031134425,0.00031134128,0.00031133892,0.0005429811,0.0028077883,0.097904794,0.2467919,0.60805756
Seq053,0.00043161656,0.00027233217,0.00014633579,6.987428e-05,3.40517e-05,1.9579755e-05,1.3805355e-05,1.1327464e-05,1.0164858e-05,9.575447e-06,9.258202e-06,9.079314e-06,8.974521e-06,8.911103e-06,8.871606e-06,8.846387e-06,8.8299175e-06,8.818952e-06,8.8115285e-06,8.806437e-06,8.802877e-06,8.800393e-06,0.00023790084,0.00061463984,0.014961938,0.004709349,0.059630718,0.07624511,0.04491609,0.07075821,0.052120596,0.05362334,0.0751949,0.15869392,0.092413016,0.08137742,0.024954887,0.083138175,0.063108705,0.04217551
Seq054,0.0031451054,0.0019844312,0.0010663203,0.0005091602,0.00024812805,0.00014267385,0.00010059692,8.2541e-05,7.4069336e-05,6.977441e-05,6.746271e-05,6.6159184e-05,6.539558e-05,6.493347e-05,6.464566e-05,6.446189e-05,6.434188e-05,6.426197e-05,6.420788e-05,6.417079e-05,6.414484e-05,6.412674e-05,6.4113716e-05,6.410436e-05,6.409758e-05,6.409262e-05,6.4088956e-05,6.408615e-05,6.4084066e-05,6.408248e-05,6.408119e-05,6.4080275e-05,6.407955e-05,9.573135e-05,0.0018290489,0.021555563,0.047804892,0.18696569,0.29302374,0.43981925
Seq055,0.0057673133,0.003638936,0.0019553562,0.0009336684,0.00045500303,0.000261627,0.00018446876,0.00015135895,0.0001358241,0.0001279483,0.00012370924,0.00012131881,0.00011991865,0.000119071265,0.000118543496,0.00011820641,0.00011798634,0.000117839925,0.00011774074,0.00011767259,0.00011762514,0.00011759182,0.00011756805,0.0001175509,0.00011753846,0.00011752937,0.00011752254,0.00011751749,0.00011751368,0.00011751065,0.00011750842,0.00011750673,0.00011750539,0.00011750427,0.000117503376,0.00305392,0.108525485,0.102052525,0.33806136,0.43174016
Seq056,0.0006952174,0.00043865343,0.00023570737,0.00011254856,5.484807e-05,3.1537686e-05,2.2236689e-05,1.8245477e-05,1.6372836e-05,1.5423453e-05,1.4912458e-05,1.4624317e-05,1.4455525e-05,1.4353376e-05,1.4289756e-05,1.4249135e-05,1.4222607e-05,1.4204944e-05,1.4192988e-05,1.4184788e-05,1.4179053e-05,1.4175052e-05,1.4172171e-05,0.00015291787,0.0008381885,0.009139065,0.007546483,0.029463261,0.019563708,0.06365247,0.046987467,0.06806731,0.059255023,0.13023256,0.040897038,0.14304006,0.06278757,0.08365966,0.11956569,0.11332446
Seq057,0.0019718132,0.0012441325,0.0006685259,0.0003192163,0.00015556307,8.944889e-05,6.30689e-05,5.1748808e-05,4.6437523e-05,4.3744836e-05,4.2295516e-05,4.147828e-05,4.099954e-05,4.070982e-05,4.0529376e-05,4.0414165e-05,4.0338928e-05,4.028883e-05,4.0254916e-05,4.023166e-05,4.0215393e-05,4.0204046e-05,4.019588e-05,4.0190014e-05,4.0185758e-05,4.018266e-05,4.018036e-05,4.0178595e-05,4.017729e-05,4.0176295e-05,4.017549e-05,4.0174917e-05,6.0554397e-05,0.0070197843,0.0847867,0.18447483,0.15944491,0.25073493,0.1155295,0.19240534
Seq058,0.0029629106,0.001869474,0.0010045487,0.00047966477,0.00023375412,0.00013440881,9.476938e-05,7.775944e-05,6.977853e-05,6.573241e-05,6.3554624e-05,6.232661e-05,6.1607236e-05,6.11719e-05,6.090076e-05,6.0727638e-05,6.061458e-05,6.0539307e-05,6.0488346e-05,6.04534e-05,6.0428956e-05,6.04119e-05,6.0399634e-05,6.0390823e-05,6.0384427e-05,6.0379763e-05,6.0376307e-05,6.037366e-05,6.03717e-05,6.0370206e-05,6.0368995e-05,6.0368133e-05,6.036744e-05,0.0007625431,0.01992352,0.06835357,0.16000809,0.1116167,0.1556839,0.47526145
Seq059,0.0010178561,0.00064222503,0.00034509518,0.00016478045,8.030213e-05,4.617379e-05,3.255636e-05,2.6712894e-05,2.3971194e-05,2.2581218e-05,2.1833077e-05,2.1411195e-05,2.1164089e-05,2.1014534e-05,2.0921389e-05,2.0861897e-05,2.0823058e-05,2.0797217e-05,2.0779731e-05,2.0767688e-05,2.075933e-05,2.0753432e-05,2.0749236e-05,2.0746209e-05,2.0744013e-05,2.0742411e-05,2.0741203e-05,2.0740314e-05,2.073964e-05,2.0739106e-05,2.0738711e-05,2.0738435e-05,2.0738178e-05,0.0026879448,0.0052498803,0.014842858,0.051623,0.24270663,0.2607357,0.41927168
Seq060,0.0022362713,0.0014109946,0.00075818814,0.00036202933,0.00017642706,0.0001014457,7.152765e-05,5.8689315e-05,5.2665684e-05,4.9611856e-05,4.796816e-05,4.704127e-05,4.6498364e-05,4.616979e-05,4.5965142e-05,4.5834437e-05,4.5749108e-05,4.5692334e-05,4.565392e-05,4.5627454e-05,4.5609093e-05,4.5596134e-05,4.558692e-05,4.5580266e-05,4.557544e-05,4.557192e-05,4.556927e-05,4.5567314e-05,4.5565834e-05,4.5564662e-05,4.5563796e-05,4.556319e-05,0.00060363056,0.022469044,0.050880723,0.05716904,0.12136904,0.22806312,0.2605811,0.25257736
Seq061,0.004089827,0.0025805116,0.0013866194,0.0006621007,0.00032266043,0.00018552992,0.000130814,0.0001073346,9.6318225e-05,9.0733185e-05,8.7727014e-05,8.603194e-05,8.503896e-05,8.443804e-05,8.406378e-05,8.3824816e-05,8.3668754e-05,8.3564846e-05,8.349459e-05,8.344627e-05,8.341262e-05,8.338899e-05,8.3372055e-05,8.335998e-05,8.335107e-05,8.334471e-05,8.333986e-05,8.333629e-05,8.333358e-05,8.333143e-05,8.332977e-05,8.3328654e-05,8.33277e-05,8.332691e-05,0.000784453,0.018395029,0.09527183,0.21895261,0.27433646,0.38059503
Seq062,0.0020355016,0.0012843172,0.00069011893,0.00032952678,0.00016058765,9.2338036e-05,6.510599e-05,5.342026e-05,4.793743e-05,4.5157765e-05,4.366164e-05,4.2817963e-05,4.23238e-05,4.202472e-05,4.1838455e-05,4.171948e-05,4.1641808e-05,4.1590138e-05,4.1555166e-05,4.153108e-05,4.1514366e-05,4.1502568e-05,4.1494182e-05,4.148813e-05,4.1483734e-05,4.148053e-05,4.1478117e-05,4.1476338e-05,4.1474992e-05,4.1473926e-05,4.1473133e-05,6.424318e-05,0.0011715373,0.014879626,0.10116052,0.17817628,0.081902206,0.2819981,0.23485537,0.100111075
Seq063,0.0008471457,0.00053451385,0.00028721718,0.00013714412,6.683418e-05,3.8429705e-05,2.7096137e-05,2.2232734e-05,1.995086e-05,1.8794002e-05,1.817132e-05,1.7820214e-05,1.7614531e-05,1.7490062e-05,1.7412538e-05,1.736304e-05,1.7330714e-05,1.7309192e-05,1.7294638e-05,1.728463e-05,1.7277658e-05,1.7272765e-05,1.7269258e-05,1.7266753e-05,1.726491e-05,1.7263594e-05,1.7262588e-05,1.7261847e-05,1.7261289e-05,0.002105712,0.004045356,0.013322447,0.07387359,0.2747856,0.29046997,0.042260643,0.018010484,0.03328056,0.07927947,0.16623627
Seq064,0.0019829294,0.0012511464,0.0006722949,0.00032101592,0.00015644007,8.9953166e-05,6.342446e-05,5.204055e-05,4.6699322e-05,4.399145e-05,4.2533968e-05,4.171212e-05,4.123068e-05,4.093933e-05,4.0757866e-05,4.0642008e-05,4.056634e-05,4.0515963e-05,4.048186e-05,4.045847e-05,4.0442115e-05,4.04307e-05,4.042249e-05,4.041659e-05,4.0412313e-05,4.040919e-05,4.0406878e-05,4.0405106e-05,4.0403796e-05,4.0402792e-05,4.0401985e-05,4.0401406e-05,4.0400944e-05,0.0003801664,0.0024898658,0.0350401,0.10762626,0.2669507,0.20778865,0.3741091
Seq065,0.0019325031,0.0012193294,0.0006551979,0.00031285224,0.00015246175,8.766559e-05,6.181152e-05,5.0717117e-05,4.5511722e-05,4.2872714e-05,4.1452335e-05,4.0651346e-05,4.018219e-05,3.9898245e-05,3.9721403e-05,3.960845e-05,3.953471e-05,3.948565e-05,3.945241e-05,3.942958e-05,3.941368e-05,3.940252e-05,3.939455e-05,3.9388768e-05,3.9384635e-05,3.9381554e-05,3.93793e-05,3.9377574e-05,3.9376297e-05,3.9375318e-05,3.937457e-05,3.9374005e-05,3.9373517e-05,0.0007237583,0.008352435,0.05916685,0.16605866,0.2607367,0.26999184,0.22949743
Seq066,0.00867818,0.005475573,0.0029422597,0.0014049077,0.0006846509,0.00039367485,0.00027757348,0.00022775246,0.00020437688,0.00019252604,0.00018614744,0.00018255068,0.00018044369,0.00017916861,0.00017837445,0.0001778674,0.00017753625,0.00017731577,0.00017716669,0.00017706417,0.00017699276,0.00017694263,0.00017690669,0.00017688087,0.00017686214,0.0001768485,0.00017683837,0.00017683061,0.00017682488,0.0001768205,0.00017681695,0.0001768146,0.0001768124,0.00017681072,0.00017680936,0.00017680835,0.01099945,0.15971333,0.34169227,0.46249017
Seq067,0.000596607,0.00037643433,0.00020227437,9.658455e-05,4.7068363e-05,2.7064345e-05,1.9082612e-05,1.5657519e-05,1.4050495e-05,1.32357745e-05,1.2797259e-05,1.2549988e-05,1.2405137e-05,1.2317476e-05,1.2262881e-05,1.2228023e-05,1.2205257e-05,1.21900985e-05,1.2179838e-05,1.2172802e-05,1.216788e-05,1.2164445e-05,1.2161975e-05,1.2160201e-05,1.2158914e-05,2.023582e-05,0.00084753236,0.0069348915,0.027364273,0.05813434,0.09877622,0.05589131,0.06225248,0.031175565,0.1657765,0.10963713,0.08316974,0.09155209,0.092645556,0.11423001
Seq068,0.00025820095,0.0001629141,8.754077e-05,4.180008e-05,2.0370353e-05,1.1712969e-05,8.258617e-06,6.7762962e-06,6.0808056e-06,5.728208e-06,5.538427e-06,5.4314073e-06,5.3687236e-06,5.330786e-06,5.307158e-06,5.2920664e-06,5.282214e-06,0.0005721524,0.012912265,0.014671534,0.042733148,0.007169377,0.0047524287,0.04559085,0.08461619,0.080751814,0.030088397,0.04013277,0.014186488,0.018352794,0.0163172,0.03955168,0.030221693,0.011904652,0.11026322,0.1634112,0.13345796,0.036672268,0.05156849,0.009454559
Seq069,0.0014108438,0.0008901841,0.00047833403,0.00022840103,0.00011130628,6.400117e-05,4.5126144e-05,3.7026595e-05,3.3226337e-05,3.12997e-05,3.0262678e-05,2.9677938e-05,2.9335399e-05,2.91281e-05,2.8998995e-05,2.891656e-05,2.8862723e-05,2.882688e-05,2.8802644e-05,2.8785975e-05,2.8774364e-05,2.8766215e-05,2.8760374e-05,2.8756203e-05,2.8753133e-05,2.8750941e-05,2.8749266e-05,2.8748032e-05,2.8747103e-05,2.874636e-05,2.8745786e-05,2.8745402e-05,0.00028209516,0.0038997228,0.15850471,0.16129279,0.14074185,0.1151499,0.20028265,0.21587992
Seq070,0.0009208722,0.00058103225,0.0003122135,0.00014907969,7.265071e-05,4.177422e-05,2.9454297e-05,2.4167635e-05,2.1687169e-05,2.0429634e-05,1.9752757e-05,1.9371093e-05,1.9147514e-05,1.9012208e-05,1.892794e-05,1.8874134e-05,1.8838995e-05,1.88156e-05,1.879978e-05,1.8788898e-05,1.8781322e-05,1.8776003e-05,1.8772189e-05,1.8769468e-05,1.8767463e-05,1.8766032e-05,1.876494e-05,1.8764134e-05,1.8763527e-05,1.8763043e-05,1.8762667e-05,0.0019222125,0.023511855,0.097131684,0.089729846,0.13646215,0.18190147,0.13003433,0.21832684,0.1184094
Seq071,0.0034553432,0.0021801786,0.0011715032,0.0005593843,0.0002726038,0.00015674734,0.00011051989,9.068302e-05,8.137569e-05,7.66571e-05,7.41173e-05,7.2685194e-05,7.184626e-05,7.133857e-05,7.102237e-05,7.0820475e-05,7.068863e-05,7.0600836e-05,7.054148e-05,7.050065e-05,7.047222e-05,7.045226e-05,7.043795e-05,7.042775e-05,7.0420225e-05,7.041485e-05,7.041075e-05,7.040773e-05,7.040545e-05,7.0403636e-05,7.0402224e-05,7.0401285e-05,7.040048e-05,7.039981e-05,0.00011367193,0.01778285,0.15826634,0.3585282,0.23981576,0.21563822
Seq072,0.007371623,0.0046511893,0.0024992828,0.0011933894,0.0005815725,0.00033440447,0.00023578295,0.00019346288,0.00017360666,0.00016354004,0.00015812178,0.00015506639,0.00015327676,0.00015219364,0.00015151907,0.0001510882,0.00015080691,0.00015061979,0.000150493,0.0001504059,0.00015034525,0.00015030266,0.00015027229,0.00015025034,0.00015023445,0.00015022284,0.00015021411,0.00015020766,0.00015020279,0.00015019893,0.00015019607,0.00015019391,0.00015019218,0.0011713769,0.012325339,0.09858117,0.15108995,0.22263563,0.37306622,0.12025587
Seq073,0.0020516498,0.001294506,0.0006955939,0.000332141,0.00016186165,9.307057e-05,6.562249e-05,5.3844058e-05,4.831773e-05,4.551601e-05,4.400802e-05,4.3157692e-05,4.2659565e-05,4.2358115e-05,4.2170366e-05,4.205049e-05,4.1972202e-05,4.1920077e-05,4.1884792e-05,4.1860596e-05,4.1843672e-05,4.1831863e-05,4.1823365e-05,4.1817264e-05,4.181284e-05,4.1809606e-05,4.1807212e-05,4.1805382e-05,4.1804025e-05,4.180299e-05,4.1802152e-05,4.1801555e-05,4.180108e-05,4.1800675e-05,0.0029703658,0.06544012,0.16100882,0.21075015,0.28784668,0.2661323
Seq074,0.0019561118,0.0012342256,0.00066320255,0.00031667438,0.00015432433,8.873661e-05,6.256669e-05,5.133673e-05,4.6067744e-05,4.3396492e-05,4.1958723e-05,4.1147952e-05,4.067306e-05,4.0385647e-05,4.0206647e-05,4.0092313e-05,4.0017672e-05,3.9968014e-05,3.9934406e-05,3.9911258e-05,3.98952e-05,3.9883864e-05,3.98758e-05,3.9869985e-05,3.9865765e-05,3.9862683e-05,3.9860366e-05,3.9858653e-05,3.985736e-05,3.9856335e-05,3.9855575e-05,3.9855044e-05,3.985455e-05,0.0002962497,0.0052295905,0.08088464,0.16716136,0.21704894,0.2826227,0.24121736
Seq075,0.0021733386,0.0013712867,0.0007368514,0.00035184118,0.00017146209,9.859084e-05,6.951474e-05,5.7037694e-05,5.1183582e-05,4.821569e-05,4.6618254e-05,4.571745e-05,4.518982e-05,4.487049e-05,4.4671608e-05,4.4544577e-05,4.446165e-05,4.440647e-05,4.4369135e-05,4.434342e-05,4.4325578e-05,4.431298e-05,4.4304023e-05,4.4297558e-05,4.4292872e-05,4.428945e-05,4.4286873e-05,4.4284974e-05,4.4283533e-05,4.4282395e-05,4.428155e-05,4.428096e-05,0.00016263519,0.0031949496,0.013890666,0.03640336,0.041340094,0.3433254,0.319449,0.2361238
Seq076,0.00363239,0.0022918878,0.0012315294,0.0005880463,0.00028657162,0.00016477883,0.000116182775,9.532944e-05,8.554518e-05,8.0584825e-05,7.791503e-05,7.640947e-05,7.5527634e-05,7.499392e-05,7.4661526e-05,7.444921e-05,7.431061e-05,7.42184e-05,7.415592e-05,7.411301e-05,7.408312e-05,7.406214e-05,7.4047166e-05,7.403629e-05,7.4028525e-05,7.402274e-05,7.40185e-05,7.401525e-05,7.401285e-05,7.401101e-05,7.40096e-05,7.4008545e-05,7.400763e-05,0.0010791625,0.005902681,0.05392544,0.19931994,0.24699292,0.26085132,0.22164254
Seq077,0.004990791,0.0031489825,0.001692083,0.0008079574,0.0003937405,0.000226401,0.00015963151,0.00013097962,0.000117536416,0.00011072104,0.00010705283,0.00010498425,0.00010377262,0.00010303932,0.00010258261,0.000102290905,0.000102100465,0.00010197377,0.000101887934,0.00010182897,0.0001017879,0.00010175908,0.0001017385,0.000101723555,0.00010171289,0.000101704936,0.00010169911,0.000101694655,0.00010169136,0.000101688835,0.0001016869,0.00010168544,0.00010168418,0.0010763307,0.006782965,0.03533111,0.07881757,0.15099801,0.486035,0.22682644
Seq078,0.0077387528,0.0048828325,0.0026237548,0.0012528239,0.0006105366,0.00035105884,0.00024752566,0.00020309797,0.0001822529,0.00017168494,0.00016599667,0.00016278926,0.00016091035,0.00015977329,0.00015906511,0.00015861294,0.00015831765,0.00015812104,0.00015798809,0.00015789666,0.00015783298,0.00015778828,0.00015775622,0.00015773336,0.00015771651,0.00015770449,0.00015769532,0.00015768854,0.00015768343,0.00015767936,0.00015767622,0.00015767412,0.0001576723,0.0001576708,0.0001576696,0.0019494931,0.017551998,0.11002282,0.266426,0.58182025
Seq079,0.002617364,0.0016514484,0.0008873939,0.00042372415,0.00020649275,0.00011873345,8.371695e-05,6.869085e-05,6.164071e-05,5.806646e-05,5.61426e-05,5.5057804e-05,5.442233e-05,5.403776e-05,5.379824e-05,5.364531e-05,5.354544e-05,5.3478943e-05,5.3433978e-05,5.3403055e-05,5.338152e-05,5.3366395e-05,5.3355558e-05,5.3347827e-05,5.334213e-05,5.333806e-05,5.3334956e-05,5.3332667e-05,5.3330936e-05,5.3329564e-05,5.3328495e-05,5.3327785e-05,5.3327178e-05,5.3326665e-05,0.0006485966,0.020717034,0.06842056,0.23854588,0.27729583,0.38690713
Seq080,0.01756731,0.011084246,0.0059560393,0.0028439658,0.001385945,0.00079691916,0.0005618942,0.0004610413,0.00041372195,0.0003897322,0.00037681992,0.0003695386,0.0003652738,0.00036269258,0.000361085,0.0003600582,0.00035938786,0.0003589419,0.00035863978,0.00035843224,0.00035828765,0.00035818617,0.0003581138,0.00035806154,0.00035802362,0.000357996,0.00035797516,0.0003579598,0.00035794819,0.00035793896,0.00035793212,0.00035792703,0.00035792292,0.00035791952,0.00035791678,0.001608008,0.021743922,0.05489048,0.45711052,0.4141853
Seq081,0.0009128072,0.00057594356,0.00030947913,0.00014777403,7.20145e-05,4.140836e-05,2.9196333e-05,2.395595e-05,2.1497211e-05,2.025069e-05,1.9579782e-05,1.9201441e-05,1.8979837e-05,1.8845716e-05,1.8762186e-05,1.8708834e-05,1.8674002e-05,1.865083e-05,1.863513e-05,1.8624347e-05,1.8616834e-05,1.8611561e-05,1.86078e-05,1.8605067e-05,1.8603114e-05,1.860166e-05,1.8600595e-05,1.859978e-05,1.8599178e-05,1.8598716e-05,3.893229e-05,0.0011038844,0.0054507717,0.038468156,0.11160002,0.088782206,0.10707831,0.34045354,0.22419427,0.08030088
Seq082,0.0017210993,0.0010859424,0.0005835233,0.00027862817,0.0001357834,7.807552e-05,5.504973e-05,4.5169025e-05,4.053306e-05,3.818274e-05,3.691767e-05,3.6204347e-05,3.5786477e-05,3.5533594e-05,3.5376095e-05,3.5275534e-05,3.520986e-05,3.5166133e-05,3.5136567e-05,3.5116234e-05,3.5102068e-05,3.509213e-05,3.5085e-05,3.5079913e-05,3.507617e-05,3.507349e-05,3.507145e-05,3.506995e-05,3.5068806e-05,3.5067907e-05,3.5067205e-05,3.5066736e-05,3.5066336e-05,0.0003340488,0.003577249,0.031123174,0.14087209,0.19496168,0.24187514,0.38238284
Seq083,0.0013512076,0.00085255597,0.00045811507,0.00021874663,0.000106601365,6.1295876e-05,4.3218686e-05,3.546146e-05,3.1821848e-05,2.9976647e-05,2.8983488e-05,2.8423441e-05,2.8095403e-05,2.789687e-05,2.777322e-05,2.7694245e-05,2.7642684e-05,2.7608381e-05,2.7585169e-05,2.756918e-05,2.7558086e-05,2.7550255e-05,2.7544686e-05,2.7540667e-05,2.7537752e-05,2.7535625e-05,2.7534024e-05,2.7532842e-05,2.7531947e-05,2.753124e-05,2.7530716e-05,2.7530346e-05,0.0003735494,0.016093692,0.11325673,0.1982222,0.1638496,0.17530055,0.18726306,0.141842
Seq084,0.0006653791,0.00041982668,0.00022559085,0.000107717984,5.249405e-05,3.0184094e-05,2.1282294e-05,1.7462384e-05,1.5670117e-05,1.4761482e-05,1.4272431e-05,1.3996644e-05,1.3835109e-05,1.37373445e-05,1.3676456e-05,1.3637564e-05,1.3612175e-05,1.3595282e-05,1.3583839e-05,1.3575978e-05,1.3570503e-05,1.356666e-05,1.35639175e-05,1.3561926e-05,1.3560502e-05,1.3559442e-05,1.3558666e-05,1.3558072e-05,1.3557633e-05,5.759557e-05,0.0025277268,0.012271428,0.014420661,0.013402014,0.01796155,0.0756394,0.368116,0.14193922,0.22599247,0.125842
Seq085,0.002741679,0.0017298858,0.0009295417,0.00044384942,0.0002163004,0.00012437285,8.769319e-05,7.1953335e-05,6.456835e-05,6.0824335e-05,5.8809215e-05,5.767284e-05,5.7007237e-05,5.6604404e-05,5.635351e-05,5.619326e-05,5.6088644e-05,5.6019042e-05,5.5971894e-05,5.59395e-05,5.5916935e-05,5.59011e-05,5.58898e-05,5.5881592e-05,5.587573e-05,5.587136e-05,5.5868164e-05,5.5865716e-05,5.58639e-05,5.5862514e-05,5.586145e-05,5.586065e-05,0.0019457283,0.01736096,0.023394404,0.13402215,0.122056715,0.13928328,0.26567286,0.28855613
